,_state,id,book_id,books_count,isbn,author,original_publication_year,original_title,title,lang_code,average_rating,image_url,small_image_url,image
450,<django.db.models.base.ModelState object at 0x0000021658182250>,511,6534,129,743477154,Patricia Cornwell,1990,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpe,"Postmortem (Kay Scarpetta, #1)",eng,4.01,https://images.gr-assets.com/books/1341835831m/6534.jpg,https://images.gr-assets.com/books/1341835831s/6534.jpg,https://images.gr-assets.com/books/1341835831m/6534.jpg
451,<django.db.models.base.ModelState object at 0x00000216581822E0>,512,23919,34,385074077,Edgar Allan Poe,1849,The Complete Tales of Edgar Allan Poe,The Complete Stories and Poems,en-US,4.37,https://images.gr-assets.com/books/1327942676m/23919.jpg,https://images.gr-assets.com/books/1327942676s/23919.jpg,https://images.gr-assets.com/books/1327942676m/23919.jpg
452,<django.db.models.base.ModelState object at 0x0000021658182370>,513,561909,83,553256696,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,en-US,4.42,https://images.gr-assets.com/books/1320418824m/561909.jpg,https://images.gr-assets.com/books/1320418824s/561909.jpg,https://images.gr-assets.com/books/1320418824m/561909.jpg
453,<django.db.models.base.ModelState object at 0x0000021658182400>,514,3590,1235,192835084,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,eng,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
454,<django.db.models.base.ModelState object at 0x0000021658182490>,515,16735,80,553381547,Pat Conroy,1986,The Prince of Tides,The Prince of Tides,eng,4.22,https://images.gr-assets.com/books/1320541074m/16735.jpg,https://images.gr-assets.com/books/1320541074s/16735.jpg,https://images.gr-assets.com/books/1320541074m/16735.jpg
455,<django.db.models.base.ModelState object at 0x0000021658182520>,516,3985,80,312282990,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay,The Amazing Adventures of Kavalier & Clay,eng,4.17,https://images.gr-assets.com/books/1479660066m/3985.jpg,https://images.gr-assets.com/books/1479660066s/3985.jpg,https://images.gr-assets.com/books/1479660066m/3985.jpg
456,<django.db.models.base.ModelState object at 0x00000216581825B0>,517,4268157,52,802798233,Simone Elkeles,2008,Perfect Chemistry,"Perfect Chemistry (Perfect Chemistry, #1)",eng,4.07,https://images.gr-assets.com/books/1439792475m/4268157.jpg,https://images.gr-assets.com/books/1439792475s/4268157.jpg,https://images.gr-assets.com/books/1439792475m/4268157.jpg
457,<django.db.models.base.ModelState object at 0x0000021658182640>,518,34268,1416,805072454,"J.M. Barrie, Michael Hague",1904,Peter Pan,Peter Pan,en-US,4.1,https://images.gr-assets.com/books/1337714526m/34268.jpg,https://images.gr-assets.com/books/1337714526s/34268.jpg,https://images.gr-assets.com/books/1337714526m/34268.jpg
458,<django.db.models.base.ModelState object at 0x00000216581826D0>,519,24768,78,689865392,Scott Westerfeld,2005,Pretties,"Pretties (Uglies, #2)",eng,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
459,<django.db.models.base.ModelState object at 0x0000021658182760>,520,11275,125,965341984,"Haruki Murakami, Jay Rubin",1994,ねじまき鳥クロニクル [Nejimakidori kuronikuru],The Wind-Up Bird Chronicle,eng,4.17,https://images.gr-assets.com/books/1327872639m/11275.jpg,https://images.gr-assets.com/books/1327872639s/11275.jpg,https://images.gr-assets.com/books/1327872639m/11275.jpg
460,<django.db.models.base.ModelState object at 0x00000216581827F0>,521,79885,123,739465511,Michael Connelly,2005,The Lincoln Lawyer ,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",eng,4.14,https://images.gr-assets.com/books/1370140049m/79885.jpg,https://images.gr-assets.com/books/1370140049s/79885.jpg,https://images.gr-assets.com/books/1370140049m/79885.jpg
461,<django.db.models.base.ModelState object at 0x0000021658182880>,522,49628,113,375507256,David Mitchell,2004,Cloud Atlas,Cloud Atlas,eng,4.01,https://images.gr-assets.com/books/1406383769m/49628.jpg,https://images.gr-assets.com/books/1406383769s/49628.jpg,https://images.gr-assets.com/books/1406383769m/49628.jpg
462,<django.db.models.base.ModelState object at 0x0000021658182910>,523,133518,56,767902890,Tim O'Brien,1990,The Things They Carried,The Things They Carried,en-US,4.12,https://images.gr-assets.com/books/1424663847m/133518.jpg,https://images.gr-assets.com/books/1424663847s/133518.jpg,https://images.gr-assets.com/books/1424663847m/133518.jpg
463,<django.db.models.base.ModelState object at 0x00000216581829A0>,524,114683,15,1844137872,Banksy,1988,Wall and Piece,Wall and Piece,eng,3.83,https://images.gr-assets.com/books/1327904853m/114683.jpg,https://images.gr-assets.com/books/1327904853s/114683.jpg,https://images.gr-assets.com/books/1327904853m/114683.jpg
464,<django.db.models.base.ModelState object at 0x0000021658182A30>,526,17231,95,307277887,Jeff Lindsay,2004,Darkly Dreaming Dexter,"Darkly Dreaming Dexter (Dexter, #1)",eng,3.89,https://images.gr-assets.com/books/1334404607m/17231.jpg,https://images.gr-assets.com/books/1334404607s/17231.jpg,https://images.gr-assets.com/books/1334404607m/17231.jpg
465,<django.db.models.base.ModelState object at 0x0000021658182AC0>,527,110494,97,1841493007,Charlaine Harris,2002,Living Dead in Dallas,"Living Dead in Dallas (Sookie Stackhouse, #2)",eng,3.97,https://images.gr-assets.com/books/1329501808m/110494.jpg,https://images.gr-assets.com/books/1329501808s/110494.jpg,https://images.gr-assets.com/books/1329501808m/110494.jpg
466,<django.db.models.base.ModelState object at 0x0000021658182B50>,528,34897,62,765305119,Robert Jordan,1991,The Dragon Reborn ,"The Dragon Reborn (Wheel of Time, #3)",eng,4.23,https://images.gr-assets.com/books/1480096580m/34897.jpg,https://images.gr-assets.com/books/1480096580s/34897.jpg,https://images.gr-assets.com/books/1480096580m/34897.jpg
467,<django.db.models.base.ModelState object at 0x0000021658182BE0>,529,7733,1762,141439491,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver’s Travels,Gulliver's Travels,eng,3.55,https://images.gr-assets.com/books/1427829692m/7733.jpg,https://images.gr-assets.com/books/1427829692s/7733.jpg,https://images.gr-assets.com/books/1427829692m/7733.jpg
468,<django.db.models.base.ModelState object at 0x0000021658182C70>,530,12957,805,743482751,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing,Much Ado About Nothing,eng,4.06,https://images.gr-assets.com/books/1327885569m/12957.jpg,https://images.gr-assets.com/books/1327885569s/12957.jpg,https://images.gr-assets.com/books/1327885569m/12957.jpg
469,<django.db.models.base.ModelState object at 0x0000021658182D00>,531,52357,601,393320979,"Unknown, Seamus Heaney",975,Beowulf,Beowulf,en-US,3.42,https://images.gr-assets.com/books/1327878125m/52357.jpg,https://images.gr-assets.com/books/1327878125s/52357.jpg,https://images.gr-assets.com/books/1327878125m/52357.jpg
470,<django.db.models.base.ModelState object at 0x0000021658182D90>,532,59980,74,1401207529,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One,Batman: Year One,eng,4.23,https://images.gr-assets.com/books/1327940389m/59980.jpg,https://images.gr-assets.com/books/1327940389s/59980.jpg,https://images.gr-assets.com/books/1327940389m/59980.jpg
471,<django.db.models.base.ModelState object at 0x0000021658182E20>,533,24817626,102,62409859,Harper Lee,2015,Go Set a Watchman,Go Set a Watchman,eng,3.31,https://images.gr-assets.com/books/1451442088m/24817626.jpg,https://images.gr-assets.com/books/1451442088s/24817626.jpg,https://images.gr-assets.com/books/1451442088m/24817626.jpg
472,<django.db.models.base.ModelState object at 0x0000021658182EB0>,534,1044355,47,316143472,David Sedaris,2008,When You Are Engulfed in Flames,When You Are Engulfed in Flames,en-US,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
473,<django.db.models.base.ModelState object at 0x0000021658182F40>,535,8490112,89,316134023,Laini Taylor,2011,Daughter of Smoke & Bone,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",eng,4.04,https://images.gr-assets.com/books/1461353773m/8490112.jpg,https://images.gr-assets.com/books/1461353773s/8490112.jpg,https://images.gr-assets.com/books/1461353773m/8490112.jpg
474,<django.db.models.base.ModelState object at 0x0000021658182FD0>,536,17878931,84,1409151174,Victoria Aveyard,2015,Red Queen,"Red Queen (Red Queen, #1)",eng,4.08,https://images.gr-assets.com/books/1411472322m/17878931.jpg,https://images.gr-assets.com/books/1411472322s/17878931.jpg,https://images.gr-assets.com/books/1411472322m/17878931.jpg
475,<django.db.models.base.ModelState object at 0x00000216581850A0>,537,12609433,92,1400069289,Charles Duhigg,2011,The Power of Habit,The Power of Habit: Why We Do What We Do in Life and Business,eng,4.03,https://images.gr-assets.com/books/1366758683m/12609433.jpg,https://images.gr-assets.com/books/1366758683s/12609433.jpg,https://images.gr-assets.com/books/1366758683m/12609433.jpg
476,<django.db.models.base.ModelState object at 0x0000021658185130>,538,386187,76,679751521,John Berendt,1994,Midnight in the Garden of Good and Evil,Midnight in the Garden of Good and Evil,eng,3.9,https://images.gr-assets.com/books/1427166915m/386187.jpg,https://images.gr-assets.com/books/1427166915s/386187.jpg,https://images.gr-assets.com/books/1427166915m/386187.jpg
477,<django.db.models.base.ModelState object at 0x00000216581851C0>,539,15717943,53,1301949825,Colleen Hoover,2012,Hopeless,"Hopeless (Hopeless, #1)",eng,4.34,https://images.gr-assets.com/books/1353489892m/15717943.jpg,https://images.gr-assets.com/books/1353489892s/15717943.jpg,https://images.gr-assets.com/books/1353489892m/15717943.jpg
478,<django.db.models.base.ModelState object at 0x0000021658185250>,540,3008,11,142437018,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess,A Little Princess,eng,4.2,https://images.gr-assets.com/books/1327868556m/3008.jpg,https://images.gr-assets.com/books/1327868556s/3008.jpg,https://images.gr-assets.com/books/1327868556m/3008.jpg
479,<django.db.models.base.ModelState object at 0x00000216581852E0>,541,51737,45,142406252,Sarah Dessen,2004,The Truth About Forever,The Truth About Forever,en-US,4.13,https://images.gr-assets.com/books/1362767907m/51737.jpg,https://images.gr-assets.com/books/1362767907s/51737.jpg,https://images.gr-assets.com/books/1362767907m/51737.jpg
480,<django.db.models.base.ModelState object at 0x0000021658185370>,542,84119,280,439861365,C.S. Lewis,1954,The horse and his boy,"The Horse and His Boy (Chronicles of Narnia, #5)",eng,3.9,https://images.gr-assets.com/books/1388210968m/84119.jpg,https://images.gr-assets.com/books/1388210968s/84119.jpg,https://images.gr-assets.com/books/1388210968m/84119.jpg
481,<django.db.models.base.ModelState object at 0x0000021658185400>,543,6527740,63,1595143068,Richelle Mead,2010,Last Sacrifice ,"Last Sacrifice (Vampire Academy, #6)",eng,4.42,https://images.gr-assets.com/books/1319850978m/6527740.jpg,https://images.gr-assets.com/books/1319850978s/6527740.jpg,https://images.gr-assets.com/books/1319850978m/6527740.jpg
482,<django.db.models.base.ModelState object at 0x0000021658185490>,544,77767,146,64400026,"Laura Ingalls Wilder, Garth Williams",1935,Little House on the Prairie,"Little House on the Prairie (Little House, #2)",eng,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
483,<django.db.models.base.ModelState object at 0x0000021658185520>,545,144974,383,380002558,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit,The Velveteen Rabbit,eng,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
484,<django.db.models.base.ModelState object at 0x00000216581855B0>,546,629,181,60589469,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,eng,3.76,https://images.gr-assets.com/books/1410136019m/629.jpg,https://images.gr-assets.com/books/1410136019s/629.jpg,https://images.gr-assets.com/books/1410136019m/629.jpg
485,<django.db.models.base.ModelState object at 0x0000021658185640>,547,8909,1167,375759239,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,The War of the Worlds,eng,3.8,https://images.gr-assets.com/books/1320391644m/8909.jpg,https://images.gr-assets.com/books/1320391644s/8909.jpg,https://images.gr-assets.com/books/1320391644m/8909.jpg
486,<django.db.models.base.ModelState object at 0x00000216581856D0>,548,162085,75,60887303,Sara Shepard,2006,Pretty Little Liars,"Pretty Little Liars (Pretty Little Liars, #1)",en-US,3.9,https://images.gr-assets.com/books/1377830522m/162085.jpg,https://images.gr-assets.com/books/1377830522s/162085.jpg,https://images.gr-assets.com/books/1377830522m/162085.jpg
487,<django.db.models.base.ModelState object at 0x0000021658185760>,549,231850,58,670241334,Don Freeman,1948,Corduroy,Corduroy,en-US,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
488,<django.db.models.base.ModelState object at 0x00000216581857F0>,550,3109,54,1594200823,Michael Pollan,2006,The Omnivore's Dilemma,The Omnivore's Dilemma: A Natural History of Four Meals,eng,4.17,https://images.gr-assets.com/books/1393804353m/3109.jpg,https://images.gr-assets.com/books/1393804353s/3109.jpg,https://images.gr-assets.com/books/1393804353m/3109.jpg
489,<django.db.models.base.ModelState object at 0x0000021658185880>,551,15790842,95,316176486,Kate Atkinson,2013,Life After Life,Life After Life,eng,3.74,https://images.gr-assets.com/books/1358173808m/15790842.jpg,https://images.gr-assets.com/books/1358173808s/15790842.jpg,https://images.gr-assets.com/books/1358173808m/15790842.jpg
490,<django.db.models.base.ModelState object at 0x0000021658185910>,552,3462,93,446696129,Nicholas Sparks,2000,The Rescue,The Rescue,en-US,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
491,<django.db.models.base.ModelState object at 0x00000216581859A0>,554,10987,105,385335997,Diana Gabaldon,1993,Voyager,"Voyager (Outlander, #3)",eng,4.38,https://images.gr-assets.com/books/1483278195m/10987.jpg,https://images.gr-assets.com/books/1483278195s/10987.jpg,https://images.gr-assets.com/books/1483278195m/10987.jpg
492,<django.db.models.base.ModelState object at 0x0000021658185A30>,556,10603,143,307348245,Stephen King,1981,Cujo,Cujo,spa,3.65,https://images.gr-assets.com/books/1394208144m/10603.jpg,https://images.gr-assets.com/books/1394208144s/10603.jpg,https://images.gr-assets.com/books/1394208144m/10603.jpg
493,<django.db.models.base.ModelState object at 0x0000021658185AC0>,557,10956,102,747560595,Jeffrey Eugenides,1993,The Virgin Suicides,The Virgin Suicides,eng,3.83,https://images.gr-assets.com/books/1319032910m/10956.jpg,https://images.gr-assets.com/books/1319032910s/10956.jpg,https://images.gr-assets.com/books/1319032910m/10956.jpg
494,<django.db.models.base.ModelState object at 0x0000021658185B50>,558,140077,88,441012183,Charlaine Harris,2004,Dead to the World,"Dead to the World (Sookie Stackhouse, #4)",eng,4.13,https://images.gr-assets.com/books/1468561630m/140077.jpg,https://images.gr-assets.com/books/1468561630s/140077.jpg,https://images.gr-assets.com/books/1468561630m/140077.jpg
495,<django.db.models.base.ModelState object at 0x0000021658185BE0>,559,32261,918,141439599,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the d'Urbervilles: A Pure Woman Faithfully,Tess of the D'Urbervilles,eng,3.77,https://images.gr-assets.com/books/1497218117m/32261.jpg,https://images.gr-assets.com/books/1497218117s/32261.jpg,https://images.gr-assets.com/books/1497218117m/32261.jpg
496,<django.db.models.base.ModelState object at 0x0000021658185C70>,560,2175,1682,192840398,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary,Madame Bovary,eng,3.64,https://images.gr-assets.com/books/1335676143m/2175.jpg,https://images.gr-assets.com/books/1335676143s/2175.jpg,https://images.gr-assets.com/books/1335676143m/2175.jpg
497,<django.db.models.base.ModelState object at 0x0000021658185D00>,561,378,82,394820371,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth,The Phantom Tollbooth,en-US,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
498,<django.db.models.base.ModelState object at 0x0000021658185D90>,562,7235533,48,765326353,Brandon Sanderson,2010,The Way of Kings,"The Way of Kings (The Stormlight Archive, #1)",eng,4.64,https://images.gr-assets.com/books/1388184640m/7235533.jpg,https://images.gr-assets.com/books/1388184640s/7235533.jpg,https://images.gr-assets.com/books/1388184640m/7235533.jpg
499,<django.db.models.base.ModelState object at 0x0000021658185E20>,563,140082,90,1841493015,Charlaine Harris,2003,Club Dead,"Club Dead (Sookie Stackhouse, #3)",en-GB,4.03,https://images.gr-assets.com/books/1329501590m/140082.jpg,https://images.gr-assets.com/books/1329501590s/140082.jpg,https://images.gr-assets.com/books/1329501590m/140082.jpg
500,<django.db.models.base.ModelState object at 0x0000021658185EB0>,569,13152,96,446617792,James Patterson,2005,The Angel Experiment,"The Angel Experiment (Maximum Ride, #1)",eng,4.08,https://images.gr-assets.com/books/1339277875m/13152.jpg,https://images.gr-assets.com/books/1339277875s/13152.jpg,https://images.gr-assets.com/books/1339277875m/13152.jpg
501,<django.db.models.base.ModelState object at 0x0000021658185F40>,570,285092,136,1573225517,Nick Hornby,1995,High Fidelity,High Fidelity,eng,3.94,https://images.gr-assets.com/books/1327928082m/285092.jpg,https://images.gr-assets.com/books/1327928082s/285092.jpg,https://images.gr-assets.com/books/1327928082m/285092.jpg
502,<django.db.models.base.ModelState object at 0x0000021658185FD0>,571,15925,88,446696110,Nicholas Sparks,2003,The Guardian,The Guardian,en-US,4.14,https://images.gr-assets.com/books/1388195339m/15925.jpg,https://images.gr-assets.com/books/1388195339s/15925.jpg,https://images.gr-assets.com/books/1388195339m/15925.jpg
503,<django.db.models.base.ModelState object at 0x00000216581880A0>,572,46756,109,385721676,Margaret Atwood,2003,Oryx and Crake,"Oryx and Crake (MaddAddam, #1)",eng,4.0,https://images.gr-assets.com/books/1494109986m/46756.jpg,https://images.gr-assets.com/books/1494109986s/46756.jpg,https://images.gr-assets.com/books/1494109986m/46756.jpg
504,<django.db.models.base.ModelState object at 0x0000021658188130>,573,1274,202,60574216,John Gray,1998,"Men Are from Mars, Women Are from Venus Book of Da","Men Are from Mars, Women Are from Venus",en-US,3.52,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
505,<django.db.models.base.ModelState object at 0x00000216581881C0>,574,33313,78,60899220,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary U,Kitchen Confidential: Adventures in the Culinary Underbelly,eng,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
506,<django.db.models.base.ModelState object at 0x0000021658188250>,575,7669,124,99244721,Michael Crichton,1999,Timeline,Timeline,en-US,3.83,https://images.gr-assets.com/books/1405420745m/7669.jpg,https://images.gr-assets.com/books/1405420745s/7669.jpg,https://images.gr-assets.com/books/1405420745m/7669.jpg
507,<django.db.models.base.ModelState object at 0x00000216581882E0>,576,19380,1039,486266893,Voltaire,1759,Candide,Candide,eng,3.76,https://images.gr-assets.com/books/1345060082m/19380.jpg,https://images.gr-assets.com/books/1345060082s/19380.jpg,https://images.gr-assets.com/books/1345060082m/19380.jpg
508,<django.db.models.base.ModelState object at 0x0000021658188370>,577,84981,127,374480095,Natalie Babbitt,1975,Tuck Everlasting,Tuck Everlasting,eng,3.85,https://images.gr-assets.com/books/1445184695m/84981.jpg,https://images.gr-assets.com/books/1445184695s/84981.jpg,https://images.gr-assets.com/books/1445184695m/84981.jpg
509,<django.db.models.base.ModelState object at 0x0000021658188400>,578,10629,156,2253147699,"Stephen King, Marie Milpois",1983,Christine,Christine,fre,3.72,https://images.gr-assets.com/books/1327270815m/10629.jpg,https://images.gr-assets.com/books/1327270815s/10629.jpg,https://images.gr-assets.com/books/1327270815m/10629.jpg
510,<django.db.models.base.ModelState object at 0x0000021658188490>,579,197084,44,1713221,P.D. Eastman,1960,Are You My Mother?,Are You My Mother?,eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
511,<django.db.models.base.ModelState object at 0x0000021658188520>,581,13206760,64,312642962,Marissa Meyer,2013,Scarlet,"Scarlet (The Lunar Chronicles, #2)",eng,4.3,https://images.gr-assets.com/books/1470056982m/13206760.jpg,https://images.gr-assets.com/books/1470056982s/13206760.jpg,https://images.gr-assets.com/books/1470056982m/13206760.jpg
512,<django.db.models.base.ModelState object at 0x00000216581885B0>,582,69571,185,751532711,Robert T. Kiyosaki,1997,"Rich Dad , Poor Dad","Rich Dad, Poor Dad",eng,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
513,<django.db.models.base.ModelState object at 0x0000021658188640>,583,10637766,65,1442426640,Becca Fitzpatrick,2011,Silence ,"Silence (Hush, Hush, #3)",eng,4.16,https://images.gr-assets.com/books/1362408152m/10637766.jpg,https://images.gr-assets.com/books/1362408152s/10637766.jpg,https://images.gr-assets.com/books/1362408152m/10637766.jpg
514,<django.db.models.base.ModelState object at 0x00000216581886D0>,584,6101718,67,670020559,Lev Grossman,2009,The Magicians,The Magicians (The Magicians #1),eng,3.47,https://images.gr-assets.com/books/1313772941m/6101718.jpg,https://images.gr-assets.com/books/1313772941s/6101718.jpg,https://images.gr-assets.com/books/1313772941m/6101718.jpg
515,<django.db.models.base.ModelState object at 0x0000021658188760>,585,13615,44,1421501686,"Tsugumi Ohba, Takeshi Obata",2004,デスノート #1 (Desu Nōto) Taikutsu (退屈),"Death Note, Vol. 1: Boredom (Death Note, #1)",eng,4.42,https://images.gr-assets.com/books/1419952134m/13615.jpg,https://images.gr-assets.com/books/1419952134s/13615.jpg,https://images.gr-assets.com/books/1419952134m/13615.jpg
516,<django.db.models.base.ModelState object at 0x00000216581887F0>,586,3682,65,689875347,Libba Bray,2003,A Great and Terrible Beauty,"A Great and Terrible Beauty (Gemma Doyle, #1)",eng,3.79,https://images.gr-assets.com/books/1284558475m/3682.jpg,https://images.gr-assets.com/books/1284558475s/3682.jpg,https://images.gr-assets.com/books/1284558475m/3682.jpg
517,<django.db.models.base.ModelState object at 0x0000021658188880>,587,256566,107,60529709,Jonathan Safran Foer,2002,Everything Is Illuminated,Everything Is Illuminated,eng,3.9,https://images.gr-assets.com/books/1479774440m/256566.jpg,https://images.gr-assets.com/books/1479774440s/256566.jpg,https://images.gr-assets.com/books/1479774440m/256566.jpg
518,<django.db.models.base.ModelState object at 0x0000021658188910>,588,15769,101,752863886,Robert Ludlum,1986,The Bourne Supremacy,"The Bourne Supremacy (Jason Bourne, #2)",en-US,4.09,https://images.gr-assets.com/books/1335860600m/15769.jpg,https://images.gr-assets.com/books/1335860600s/15769.jpg,https://images.gr-assets.com/books/1335860600m/15769.jpg
519,<django.db.models.base.ModelState object at 0x00000216581889A0>,589,16056408,53,425266745,Tammara Webber,2012,Easy,"Easy (Contours of the Heart, #1)",en-CA,4.11,https://images.gr-assets.com/books/1349370267m/16056408.jpg,https://images.gr-assets.com/books/1349370267s/16056408.jpg,https://images.gr-assets.com/books/1349370267m/16056408.jpg
520,<django.db.models.base.ModelState object at 0x0000021658188A30>,590,58696,1240,140439447,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,David Copperfield,eng,3.96,https://images.gr-assets.com/books/1461452762m/58696.jpg,https://images.gr-assets.com/books/1461452762s/58696.jpg,https://images.gr-assets.com/books/1461452762m/58696.jpg
521,<django.db.models.base.ModelState object at 0x0000021658188AC0>,591,693208,67,316013684,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian,The Absolutely True Diary of a Part-Time Indian,eng,4.11,https://images.gr-assets.com/books/1327908992m/693208.jpg,https://images.gr-assets.com/books/1327908992s/693208.jpg,https://images.gr-assets.com/books/1327908992m/693208.jpg
522,<django.db.models.base.ModelState object at 0x0000021658188B50>,592,117833,586,679760806,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,Мастер и Маргарита,The Master and Margarita,eng,4.32,https://images.gr-assets.com/books/1327867963m/117833.jpg,https://images.gr-assets.com/books/1327867963s/117833.jpg,https://images.gr-assets.com/books/1327867963m/117833.jpg
523,<django.db.models.base.ModelState object at 0x0000021658188BE0>,593,13642,157,553383043,Ursula K. Le Guin,1968,A Wizard of Earthsea,"A Wizard of Earthsea (Earthsea Cycle, #1)",en-US,3.99,https://images.gr-assets.com/books/1353424536m/13642.jpg,https://images.gr-assets.com/books/1353424536s/13642.jpg,https://images.gr-assets.com/books/1353424536m/13642.jpg
524,<django.db.models.base.ModelState object at 0x0000021658188C70>,594,357664,77,763616052,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie,Because of Winn-Dixie,eng,4.0,https://images.gr-assets.com/books/1456871914m/357664.jpg,https://images.gr-assets.com/books/1456871914s/357664.jpg,https://images.gr-assets.com/books/1456871914m/357664.jpg
525,<django.db.models.base.ModelState object at 0x0000021658188D00>,595,5148,82,743253973,John Knowles,1959,A Separate Peace,A Separate Peace,en-US,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
